P(topic 1),P(topic 2),P(topic 3)
0.049323175,0.85158724,0.099089555
0.09642087,0.80717003,0.09640906
0.09032353,0.81936723,0.09030919
0.09619749,0.8076121,0.09619041
0.08594023,0.82849073,0.08556902
0.07293985,0.854226,0.072834134
0.0562087,0.8875844,0.056206904
0.12546667,0.7490668,0.12546653
0.09433357,0.811337,0.09432946
0.054702748,0.89067495,0.054622266
0.051713128,0.89461476,0.053672116
0.10214659,0.79586047,0.101992935
0.086545184,0.8269056,0.08654921
0.09271108,0.8145779,0.09271105
0.052087344,0.8944227,0.053489964
0.05187181,0.8962722,0.05185601
0.10035426,0.7992994,0.100346275
0.11779266,0.7644158,0.1177916
0.033799753,0.9339503,0.032249965
0.11173694,0.77659845,0.11166458
0.052272186,0.8954483,0.052279517
0.057087127,0.885938,0.056974914
0.064560816,0.8709073,0.06453186
0.07824125,0.8435218,0.07823699
0.058578927,0.88280845,0.058612622
0.07199392,0.85601133,0.07199475
0.09991278,0.6489869,0.25110036
0.058678355,0.8826859,0.058635693
0.12615542,0.74769,0.12615454
0.104351,0.7912139,0.10443513
0.10635455,0.19664758,0.6969979
0.07531894,0.849365,0.075316064
0.097433,0.8052106,0.097356394
0.2641004,0.6544088,0.08149078
0.056307722,0.8874538,0.05623855
0.055234667,0.8897492,0.055016093
0.055442937,0.8892869,0.055270158
0.10335766,0.7934167,0.103225656
0.05577708,0.8373239,0.106899
0.08826613,0.8235362,0.08819764
0.116053306,0.76788414,0.11606257
0.08463542,0.8331428,0.08222172
0.23390824,0.7117021,0.054389685
0.0552898,0.8891594,0.055550825
0.07277814,0.3059206,0.62130123
0.07424683,0.8515083,0.07424485
0.056514855,0.88699514,0.05649001
0.101425275,0.79713714,0.10143763
0.07381269,0.8730035,0.053183813
0.055357005,0.8894444,0.055198602
0.058491837,0.8830565,0.05845171
0.05328035,0.8934668,0.053252947
0.06671938,0.866579,0.066701606
0.0562741,0.8875044,0.05622144
0.1428409,0.7143164,0.14284265
0.05327109,0.89438367,0.052345283
0.0572605,0.8843024,0.05843706
0.054378513,0.8913814,0.054240134
0.06659008,0.86687946,0.066530526
0.07169331,0.8566133,0.07169346
0.085872516,0.82633775,0.08778971
0.09675278,0.8065108,0.09673644
0.060755726,0.8784934,0.06075081
0.108647354,0.78271806,0.10863461
0.108281575,0.78344095,0.10827754
0.14371796,0.7120639,0.14421819
0.049741164,0.9005379,0.049720895
0.115490854,0.7690399,0.115469165
0.32197124,0.5712504,0.10677844
0.08167662,0.63651043,0.28181288
0.07401418,0.8460823,0.07990348
0.054567795,0.89087784,0.054554388
0.09216745,0.81535,0.09248251
0.07917453,0.84167135,0.07915412
0.048460763,0.9031354,0.04840382
0.077161685,0.8457809,0.07705736
0.060921412,0.878167,0.060911633
0.0724067,0.85569304,0.07190019
0.04976155,0.90046597,0.049772438
0.08429832,0.8314031,0.08429858
0.08796184,0.8242076,0.08783056
0.08588342,0.8282328,0.08588379
0.03215832,0.6872952,0.28054655
0.084543444,0.8309095,0.08454701
0.02233506,0.9531684,0.02449656
0.059589934,0.8809081,0.059501976
0.058673017,0.882707,0.058620032
0.09402483,0.81199765,0.09397758
0.08640789,0.82718563,0.08640643
0.073761046,0.85256636,0.07367262
0.090173,0.8195675,0.09025952
0.07274416,0.8545121,0.07274372
0.1341923,0.7980553,0.067752324
0.053007163,0.89374113,0.053251714
0.072725,0.8545492,0.07272577
0.049691133,0.9006312,0.049677685
0.08182115,0.8364585,0.08172026
0.5084362,0.3831934,0.10837034
0.05761799,0.88481295,0.057569038
0.051682647,0.8966546,0.051662713
0.087926514,0.8241538,0.08791967
0.06568546,0.8686377,0.06567683
0.047807325,0.90439725,0.047795415
0.085767694,0.82847387,0.08575841
0.08467288,0.86328226,0.05204485
0.11224169,0.11190902,0.77584934
0.102988064,0.7939534,0.103058465
0.05852821,0.8830219,0.058449846
0.11729914,0.7654959,0.117204994
0.055533726,0.8887656,0.05570068
0.090578265,0.81880486,0.09061685
0.083011925,0.8340127,0.0829754
0.048385195,0.9032405,0.048374288
0.10528953,0.7894247,0.105285764
0.06285636,0.8742972,0.062846474
0.08024302,0.83947957,0.0802774
0.114271134,0.77145857,0.11427032
0.07596509,0.8481714,0.07586347
0.05489051,0.8902709,0.054838646
0.0546132,0.890922,0.054464824
0.114380755,0.77127653,0.11434273
0.10676607,0.7864819,0.10675202
0.08804853,0.8238927,0.088058755
0.05080227,0.89845514,0.05074256
0.10793237,0.7841406,0.10792703
0.06721651,0.8655733,0.067210265
0.048843186,0.9021277,0.049029134
0.08077014,0.8390165,0.08021346
0.057047,0.88592464,0.057028346
0.09311493,0.8137695,0.09311555
0.05230921,0.32998717,0.6177037
0.08925938,0.8214955,0.08924517
0.100912504,0.79827243,0.10081511
0.29462,0.6234198,0.08196023
0.108735,0.7825256,0.10873939
0.054415654,0.8905419,0.055042475
0.08062918,0.8387635,0.08060733
0.053569824,0.8929106,0.053519618
0.061960835,0.8761502,0.061888933
0.07999006,0.62192553,0.29808444
0.10220446,0.7955199,0.102275684
0.051898073,0.30479306,0.6433089
0.31638795,0.6320913,0.051520806
0.100148894,0.79970825,0.100142896
0.1139261,0.7721493,0.11392462
0.11278203,0.7744426,0.112775356
0.056967653,0.8867765,0.056255892
0.05495322,0.8901767,0.05487006
0.098479696,0.8030411,0.098479204
0.09590856,0.80820704,0.09588437
0.09601028,0.80796635,0.096023366
0.058611244,0.8827228,0.05866603
0.0918973,0.8162433,0.09185937
0.09672209,0.80655795,0.09671989
0.055045877,0.88996047,0.05499367
0.1166682,0.76666486,0.11666692
0.1309165,0.81008124,0.059002332
0.051794853,0.89757705,0.05062802
0.07116152,0.8579592,0.070879236
0.106899865,0.7862017,0.10689844
0.09478781,0.8104354,0.094776824
0.076419234,0.84715873,0.076422
0.10714945,0.7857077,0.107142866
0.11016279,0.77950466,0.11033252
0.0517845,0.8964437,0.051771823
0.04981268,0.900464,0.04972331
0.11490302,0.7701976,0.11489949
0.09603928,0.8079148,0.096045904
0.05716565,0.8855211,0.057313163
0.09890057,0.8021991,0.09890025
0.4489236,0.4434324,0.107644014
0.10449232,0.7910195,0.10448821
0.092699,0.81462353,0.09267748
0.093515255,0.81301194,0.093472876
0.0893049,0.8213805,0.0893146
0.10927671,0.78145605,0.10926721
0.081455216,0.837106,0.08143878
0.10847891,0.78321177,0.10830937
0.116027094,0.7680287,0.11594427
0.12291349,0.75430113,0.12278529
0.050657287,0.898707,0.05063576
0.09400876,0.8119911,0.09400011
0.09266286,0.8146786,0.09265852
0.10487166,0.79025465,0.1048737
0.055376377,0.8893216,0.05530202
0.059002925,0.88206,0.05893704
0.11445201,0.7710967,0.114451304
0.11547066,0.76905584,0.115473546
0.080208145,0.83958143,0.080210455
0.09486318,0.81027263,0.0948642
0.054382343,0.89122736,0.054390293
0.088189594,0.82369286,0.088117555
0.09556195,0.8088456,0.09559247
0.057042684,0.88596106,0.05699624
0.090486266,0.8189894,0.09052431
0.08007822,0.8398382,0.08008357
0.098425895,0.80314785,0.0984262
0.086127095,0.82782924,0.08604369
0.084433906,0.83114684,0.08441929
0.08160311,0.83678955,0.08160739
0.08928616,0.82150686,0.08920702
0.09389296,0.8122168,0.09389019
0.0546328,0.23349696,0.71187025
0.10580832,0.7884339,0.10575781
0.05659668,0.8869053,0.056497965
0.089364976,0.82131,0.089325
0.06662092,0.8670133,0.06636578
0.05297406,0.8941471,0.052878823
0.057744022,0.88409775,0.058158226
0.09118874,0.81764305,0.0911682
0.08097207,0.83805525,0.08097271
0.08391852,0.8321101,0.083971344
0.050761193,0.8985527,0.05068608
0.10528468,0.78945494,0.10526041
0.08400015,0.83229357,0.083706245
0.05443914,0.8911392,0.05442167
0.05347332,0.8931189,0.05340775
0.09093888,0.8180937,0.09096741
0.052088294,0.8959461,0.051965576
0.054383468,0.89123076,0.054385725
0.05610024,0.8882458,0.05565396
0.092393726,0.8152198,0.092386484
0.07232837,0.8553328,0.07233884
0.0650427,0.869938,0.065019295
0.12583517,0.74832815,0.12583663
0.064129874,0.87109053,0.06477959
0.11717121,0.76567656,0.117152214
0.1112352,0.77751416,0.11125064
0.055623192,0.8892271,0.05514968
0.083435625,0.83317536,0.08338906
0.052862808,0.8944073,0.052729964
0.08584916,0.82822704,0.085923806
0.05305102,0.89386505,0.05308386
0.05244072,0.8952028,0.052356485
0.055621706,0.88878804,0.0555902
0.082102686,0.8358743,0.08202304
0.09664022,0.8067217,0.09663809
0.06963688,0.8607192,0.069643974
0.05226012,0.8955281,0.052211806
0.1644249,0.7601251,0.075450025
0.08538057,0.82922417,0.085395254
0.104928054,0.7906076,0.10446436
0.092868045,0.8149931,0.09213889
0.47074136,0.46610048,0.06315817
0.0711902,0.8577145,0.07109529
0.1075212,0.78495926,0.10751958
0.07190015,0.8562277,0.07187206
0.08849882,0.8230038,0.08849737
0.053408485,0.89320153,0.053390026
0.050814662,0.89826715,0.05091819
0.08948169,0.821182,0.089336336
0.116778955,0.7664905,0.11673054
0.120915584,0.758299,0.1207854
0.06566017,0.8704226,0.06391718
0.088983595,0.82203287,0.08898357
0.06549619,0.86903745,0.065466374
0.09245003,0.81519747,0.0923525
0.10979781,0.7804065,0.10979573
0.103784926,0.79243094,0.10378411
0.08748886,0.82502437,0.0874868
0.059369575,0.88128877,0.05934163
0.10278004,0.44038895,0.45683104
0.05949743,0.8810174,0.059485212
0.052026026,0.8959711,0.052002825
0.12425367,0.75149274,0.124253646
0.08690136,0.8262262,0.086872466
0.093823515,0.81250226,0.093674235
0.09209136,0.8157999,0.09210875
0.10542946,0.7891427,0.10542782
0.056243923,0.8875148,0.056241218
0.0863294,0.8273414,0.08632925
0.05331019,0.8932929,0.05339696
0.05872244,0.8824304,0.058847144
0.087040335,0.8259146,0.08704512
0.09621157,0.8075431,0.09624538
0.05927782,0.88159275,0.059129447
0.07727167,0.8454604,0.07726785
0.08086409,0.83831537,0.0808205
0.05267502,0.894719,0.052605934
0.101220176,0.79773253,0.1010473
0.097815976,0.8043762,0.09780783
0.10575193,0.78872776,0.10552026
0.10234323,0.7953109,0.10234583
0.05416796,0.89170575,0.05412626
0.057240766,0.8855218,0.05723734
0.06412137,0.8717618,0.06411685
0.08614715,0.82771164,0.08614121
0.10490459,0.79018956,0.10490591
0.05671381,0.8866552,0.05663098
0.23202203,0.7082776,0.059700366
0.06762209,0.86490715,0.06747078
0.12623322,0.7475488,0.12621799
0.11799283,0.764017,0.11799016
0.056765396,0.88839054,0.05484411
0.05977207,0.20313834,0.7370896
0.051577754,0.8968647,0.05155759
0.053425733,0.89317816,0.053396128
0.104799956,0.79040176,0.10479826
0.068164796,0.8636691,0.06816609
0.112728946,0.7745425,0.11272848
0.07304782,0.8539645,0.07298764
0.052861147,0.8943707,0.052768186
0.08886718,0.82227147,0.088861324
0.08993119,0.8201392,0.089929625
0.051265094,0.89747036,0.051264558
0.06427889,0.8714705,0.06425064
0.058678467,0.8826522,0.058669332
0.10658863,0.7868288,0.10658256
0.08281063,0.8343961,0.08279326
0.08234047,0.83532655,0.08233302
0.09006346,0.8198729,0.09006362
0.052648127,0.8947508,0.052601133
0.071700506,0.8566075,0.071691945
0.09674634,0.80651027,0.09674342
0.055144362,0.88975626,0.055099342
0.063453086,0.8730905,0.06345637
0.09328191,0.8110629,0.09565518
0.04649624,0.90701216,0.04649161
0.109421104,0.78118724,0.109391645
0.09044399,0.819111,0.090445034
0.09281217,0.81438357,0.09280426
0.057275396,0.8936717,0.04905291
0.05760557,0.36763987,0.57475454
0.065448955,0.86915886,0.06539219
0.11014803,0.77970403,0.11014791
0.050826754,0.8983049,0.05086835
0.07624452,0.27159056,0.65216494
0.11014839,0.77970105,0.11015054
0.077981256,0.84412336,0.0778954
0.078562744,0.84295344,0.078483835
0.05410185,0.89489335,0.051004753
0.106937155,0.78615224,0.106910594
0.05534749,0.8877868,0.056865692
0.049504485,0.9010327,0.04946283
0.09385405,0.81229776,0.09384814
0.072346225,0.8553214,0.07233231
0.052846856,0.8946383,0.052514825
0.0997357,0.8005379,0.099726416
0.055641882,0.8887734,0.05558473
0.45849702,0.41074485,0.13075806
0.05674452,0.88654774,0.056707744
0.057826187,0.88396645,0.058207374
0.058783427,0.88249534,0.058721315
0.114755556,0.7704144,0.114830054
0.052051928,0.89589196,0.052056123
0.07896051,0.8420975,0.07894198
0.05017514,0.899682,0.050142907
0.112596355,0.77480745,0.112596124
0.09036986,0.81922734,0.09040284
0.06774416,0.8645191,0.067736775
0.122898154,0.7542455,0.12285638
0.054277044,0.8915314,0.054191593
0.06341196,0.87317944,0.06340866
0.10267892,0.794638,0.10268308
0.10570654,0.7886078,0.10568568
0.06094663,0.8782972,0.06075616
0.05517094,0.8896847,0.055144347
0.1278969,0.7442259,0.12787718
0.105447315,0.7891127,0.10543998
0.09914388,0.80171305,0.09914307
0.068749316,0.8624541,0.06879663
0.050910663,0.89825803,0.050831314
0.07241664,0.8551682,0.07241505
0.058218744,0.8836045,0.05817677
0.056050748,0.8880383,0.05591092
0.072173074,0.8556678,0.072159134
0.100816056,0.7983793,0.10080458
0.43361652,0.4379022,0.12848121
0.054914188,0.8902772,0.05480858
0.10618156,0.78763777,0.10618072
0.105410635,0.7891794,0.105409995
0.0905366,0.8189422,0.090521224
0.0958073,0.8083965,0.09579618
0.08337751,0.8332479,0.08337455
0.0691268,0.8616419,0.06923123
0.08101752,0.83797365,0.081008874
0.07935612,0.84129596,0.079347946
0.095446594,0.8091133,0.09544009
0.14994432,0.7739587,0.076097034
0.09351281,0.8129684,0.093518816
0.09422376,0.81157243,0.0942038
0.10406761,0.791848,0.10408437
0.11078553,0.7784223,0.11079221
0.106435746,0.78712535,0.106438905
0.07626071,0.84749234,0.07624694
0.043594647,0.91287225,0.043533128
0.05091492,0.8982197,0.050865423
0.13149229,0.7370213,0.13148637
0.11817376,0.82192,0.059906263
0.06583089,0.86832744,0.06584167
0.089480415,0.8212849,0.0892347
0.076335646,0.84732467,0.07633973
0.088262096,0.8234767,0.088261254
0.071760215,0.856572,0.07166783
0.08103734,0.8379298,0.081032924
0.05306396,0.89393914,0.052996907
0.056503024,0.88706845,0.05642857
0.37301466,0.51187617,0.115109205
0.09525583,0.8095728,0.09517142
0.055657297,0.88886684,0.055475835
0.0523983,0.8953259,0.052275825
0.08271065,0.83452356,0.08276583
0.08510116,0.82963294,0.08526595
0.05919975,0.8276451,0.11315508
0.06468998,0.87062466,0.064685464
0.050955795,0.8978168,0.051227458
0.0655622,0.8688249,0.06561287
0.06950873,0.86099523,0.06949596
0.06123305,0.87742484,0.061342128
0.05358451,0.8929088,0.05350669
0.05158274,0.89687437,0.051542874
0.069238864,0.8615425,0.06921864
0.08100563,0.83795,0.081044406
0.06361041,0.8727588,0.06363082
0.053403787,0.8924432,0.054153055
0.052987024,0.89407885,0.05293405
0.103522256,0.7929719,0.103505805
0.07704065,0.84561,0.07734929
0.10127734,0.7974484,0.10127422
0.0914506,0.81706303,0.091486335
0.13150346,0.79963726,0.06885932
0.10032824,0.79934466,0.10032709
0.101337716,0.79735035,0.10131195
0.061784185,0.8689171,0.069298714
0.05621857,0.887618,0.056163482
0.053666834,0.8927063,0.053626835
0.06665395,0.86123735,0.07210868
0.048133638,0.9037357,0.0481307
0.0953231,0.8093483,0.095328584
0.053103775,0.8933894,0.05350684
0.10049303,0.79890406,0.100602835
0.048409875,0.9031925,0.048397653
0.06717567,0.8643893,0.06843501
0.08295669,0.8340962,0.08294706
0.107680134,0.78463703,0.10768284
0.10042076,0.6209065,0.27867275
0.117261425,0.7655048,0.11723377
0.12602502,0.74790615,0.12606876
0.131293,0.40826195,0.46044502
0.11029355,0.7796167,0.1100897
0.075513944,0.6030081,0.32147795
0.07842967,0.8431353,0.078435086
0.05426803,0.89149326,0.05423864
0.052015785,0.89601517,0.051969018
0.055725966,0.8885884,0.05568559
0.10563559,0.7887308,0.105633624
0.08895269,0.8567397,0.054307602
0.051476505,0.8970811,0.05144238
0.052628417,0.89475524,0.05261634
0.8092763,0.13794832,0.05277541
0.051551856,0.8969102,0.051537942
0.0776122,0.8447862,0.07760154
0.10043091,0.7991597,0.10040939
0.09177777,0.8165857,0.09163655
0.09487328,0.8102532,0.094873525
0.106066525,0.7878756,0.106057875
0.064592585,0.87083536,0.06457208
0.04926137,0.9015059,0.049232755
0.082022,0.83595574,0.08202223
0.053863976,0.8922852,0.05385086
0.05243637,0.89516014,0.05240348
0.037755106,0.92452025,0.037724625
0.10844703,0.7831109,0.108442
0.09598995,0.8080554,0.095954664
0.059655737,0.8807125,0.05963181
0.0916045,0.8169178,0.09147771
0.11321681,0.7735673,0.11321592
0.07682904,0.8464883,0.07668272
0.105768755,0.7884595,0.10577184
0.05645272,0.88714355,0.056403708
0.10607215,0.7880537,0.105874166
0.056013763,0.8880395,0.0559467
0.062221143,0.8755557,0.062223215
0.5191995,0.36953002,0.11127047
0.09844982,0.803101,0.09844918
0.30084646,0.6426575,0.056496035
0.05106326,0.8979925,0.050944254
0.02211926,0.9562319,0.02164891
0.08491339,0.83033526,0.08475139
0.0700115,0.8610794,0.068909094
0.09322865,0.81364405,0.093127325
0.1165661,0.7668663,0.116567574
0.08703286,0.82604194,0.08692518
0.08177126,0.8405792,0.07764958
0.057232734,0.6358889,0.3068784
0.08740995,0.8251703,0.08741983
0.05448034,0.89114857,0.054371122
0.1108205,0.7785438,0.11063574
0.11195798,0.776082,0.11196006
0.08886842,0.8222676,0.088863924
0.050495207,0.8990369,0.050467983
0.099501155,0.8010301,0.099468775
0.057623584,0.88508207,0.05729431
0.09199332,0.81601334,0.09199337
0.054102782,0.8918546,0.054042567
0.07597145,0.8481043,0.07592425
0.105128035,0.7897437,0.10512825
0.074133225,0.85174537,0.074121416
0.05544387,0.88913125,0.055424888
0.05749851,0.885124,0.057377465
0.096736975,0.8065215,0.096741535
0.08867098,0.8227747,0.08855426
0.07480515,0.8503356,0.07485926
0.100365065,0.79927284,0.10036208
0.08945049,0.82110006,0.08944945
0.057304017,0.88548064,0.057215277
0.08576761,0.8284446,0.085787795
0.058661785,0.8827024,0.05863587
0.08737044,0.82537234,0.08725718
0.09327812,0.8134878,0.0932341
0.054723963,0.89064634,0.054629657
0.10373267,0.79248726,0.103780046
0.09975918,0.80047977,0.099761106
0.06576705,0.8684646,0.06576834
0.05212353,0.89577717,0.052099332
0.051715024,0.896696,0.051589046
0.08983008,0.82034093,0.08982903
0.083224244,0.8335914,0.083184384
0.0541051,0.89215297,0.0537419
0.2579402,0.6493143,0.09274549
0.09621538,0.40243497,0.5013496
0.10710961,0.7857855,0.10710484
0.050482232,0.8991509,0.050366815
0.06851717,0.8630164,0.06846642
0.10196137,0.79605585,0.101982705
0.05386027,0.8918819,0.05425782
0.05790625,0.8842466,0.057847127
0.05696722,0.88610595,0.056926787
0.09722027,0.8058779,0.09690187
0.05953989,0.8809766,0.059483472
0.05926516,0.8815416,0.05919315
0.060350865,0.8793414,0.06030779
0.057014897,0.8860057,0.0569794
0.07910416,0.84188217,0.07901363
0.058875695,0.8822289,0.0588954
0.0741617,0.8517285,0.07410987
0.06836156,0.86328113,0.06835734
0.24500997,0.6542136,0.100776374
0.09627047,0.80748403,0.09624551
0.078734174,0.84262186,0.07864405
0.085798,0.8284048,0.08579717
0.086091004,0.82781863,0.086090356
0.07270679,0.85459083,0.07270236
0.113326274,0.7733469,0.11332678
0.05190457,0.89663225,0.051463205
0.057421673,0.88495964,0.057618678
0.067549095,0.8649121,0.067538776
0.08362379,0.8327537,0.08362254
0.44411284,0.45611373,0.099773444
0.05634052,0.88733023,0.056329258
0.31670356,0.5955126,0.087783866
0.060459107,0.87907875,0.060462214
0.0597863,0.8385289,0.10168485
0.05591439,0.8883013,0.055784315
0.08956324,0.8209885,0.089448355
0.025754903,0.94877714,0.025467912
0.0534024,0.8932011,0.053396538
0.10102007,0.7979585,0.10102147
0.091235824,0.8176652,0.091098934
0.06056862,0.8788818,0.060549542
0.07202627,0.7407561,0.18721768
0.094652176,0.8106957,0.09465216
0.06590999,0.8682297,0.06586031
0.0684053,0.8632121,0.06838261
0.07457888,0.8508973,0.07452379
0.06473488,0.87053454,0.06473055
0.06241816,0.87524265,0.06233916
0.10087711,0.798245,0.1008779
0.089271106,0.82145983,0.089269064
0.055466227,0.88924956,0.05528421
0.054109883,0.8918208,0.054069262
0.079627,0.8407476,0.0796254
0.07570621,0.84858084,0.07571287
0.03297754,0.9340467,0.032975763
0.05623776,0.88762033,0.05614191
0.09266478,0.8146735,0.092661716
0.05359666,0.89286375,0.053539556
0.05269816,0.8946323,0.052669503
0.051401462,0.8747478,0.073850706
0.06275957,0.8745051,0.06273535
0.07395021,0.8521905,0.0738593
0.08012428,0.8397651,0.08011069
0.12217402,0.7557114,0.12211461
0.082017995,0.8359661,0.082015894
0.07344123,0.85323745,0.07332132
0.07041373,0.85869247,0.07089383
0.05096911,0.89806175,0.050969142
0.05082406,0.89836574,0.050810136
0.051793993,0.89612454,0.052081488
0.05548353,0.8891144,0.05540209
0.08562964,0.8287447,0.08562564
0.107337676,0.7853258,0.107336484
0.1318251,0.7363665,0.13180837
0.07701083,0.8460365,0.07695267
0.34541294,0.5469494,0.10763775
0.06036598,0.87934524,0.060288783
0.096809074,0.80638593,0.09680499
0.09358323,0.8128232,0.09359357
0.1075823,0.78483576,0.10758192
0.051836442,0.8961572,0.052006315
0.072616585,0.69233274,0.23505065
0.07004274,0.8599954,0.06996181
0.07399459,0.852015,0.07399033
0.071128964,0.8578119,0.07105906
0.056156322,0.8876879,0.05615575
0.1005989,0.7987999,0.10060118
0.4880674,0.41789752,0.094035104
0.25554046,0.6427787,0.1016809
0.09282425,0.8143519,0.09282383
0.075265184,0.8494672,0.075267635
0.12206241,0.7558755,0.122062124
0.07009437,0.8599016,0.070004106
0.055760197,0.88772833,0.056511443
0.06823911,0.8635996,0.06816131
0.10892265,0.78214806,0.10892933
0.087874345,0.82440555,0.08772014
0.26931298,0.6685361,0.062150903
0.053125404,0.89373446,0.053140197
0.10025649,0.7994881,0.10025538
0.09202852,0.8159467,0.09202478
0.123195544,0.75376445,0.12304007
0.09481995,0.81036174,0.09481829
0.06321979,0.8736095,0.063170694
0.050754372,0.8985425,0.05070313
0.054411232,0.89121246,0.054376293
0.09856563,0.80287063,0.098563746
0.058290325,0.8834516,0.058258045
0.08364175,0.8327112,0.083646975
0.083699904,0.8313072,0.08499291
0.09818605,0.8036479,0.09816603
0.07506307,0.3070956,0.6178413
0.084766954,0.83047056,0.084762454
0.05796634,0.8836699,0.05836374
0.06545979,0.8690037,0.06553655
0.05445624,0.37432647,0.5712173
0.05112652,0.89774686,0.051126618
0.07650859,0.84706366,0.07642778
0.063846655,0.6598808,0.27627248
0.052012045,0.89597887,0.052009106
0.10654993,0.7869024,0.1065476
0.1024958,0.795081,0.10242315
0.08066967,0.83870375,0.08062655
0.07518268,0.849639,0.0751783
0.062077846,0.8747148,0.063207306
0.071954325,0.85616046,0.07188521
0.09044485,0.8191292,0.09042595
0.056192964,0.88771343,0.05609363
0.05082209,0.89839226,0.05078566
0.10143893,0.7971963,0.10136475
0.08351335,0.83339304,0.083093636
0.0948834,0.81023365,0.094882935
0.0700287,0.8599411,0.070030175
0.053574085,0.89286125,0.053564668
0.09500828,0.8099862,0.095005624
0.09909305,0.80179846,0.09910848
0.09837071,0.8033541,0.09827523
0.104363434,0.7912728,0.104363784
0.052884035,0.2700736,0.67704237
0.05048377,0.89901876,0.050497454
0.10608131,0.7878229,0.10609583
0.10486275,0.7902778,0.10485947
0.08466081,0.8306781,0.08466109
0.19265272,0.73939246,0.06795491
0.05432155,0.8916323,0.054046072
0.056011226,0.8880393,0.055949457
0.06526821,0.8695523,0.06517947
0.10688128,0.7862402,0.10687851
0.079388745,0.8410369,0.07957427
0.052122727,0.8957703,0.052106965
0.10473584,0.7905515,0.104712665
0.051720813,0.8966293,0.051649947
0.08780505,0.82438964,0.08780533
0.07470048,0.85060656,0.07469293
0.08310914,0.8349198,0.08197095
0.05303365,0.8939316,0.053034708
0.09490231,0.81021273,0.09488504
0.058302052,0.8837456,0.057952344
0.055740826,0.888855,0.055404194
0.0757534,0.8484987,0.07574793
0.023523701,0.9281325,0.048343856
0.08636282,0.8272819,0.086355254
0.080997676,0.8379014,0.081100956
0.07396004,0.85209984,0.07394016
0.39341852,0.5514143,0.055167224
0.087513104,0.82497233,0.08751455
0.08192009,0.8361629,0.08191697
0.08714391,0.8255205,0.08733556
0.0594948,0.88092744,0.059577756
0.051960364,0.89626783,0.05177183
0.059593406,0.88095164,0.059454925
0.076870464,0.8462558,0.07687373
0.03846253,0.92776257,0.03377489
0.07837367,0.8434822,0.07814405
0.12473117,0.75053626,0.12473258
0.039813567,0.92914927,0.03103711
0.090259045,0.8194826,0.09025832
0.1025639,0.7948698,0.10256624
0.08905206,0.821887,0.08906097
0.0695572,0.86089516,0.06954763
0.06774608,0.8644859,0.06776798
0.057012886,0.8860295,0.056957558
0.09246689,0.8153569,0.09217614
0.059712347,0.88060904,0.059678566
0.06609375,0.868026,0.06588022
0.07092283,0.8583143,0.070762865
0.07296053,0.8539734,0.07306613
0.094686754,0.8106263,0.094686866
0.053250797,0.8934534,0.053295806
0.10157226,0.7968565,0.10157116
0.057692677,0.8857604,0.05654692
0.07200948,0.8560879,0.07190265
0.05646422,0.88712144,0.056414355
0.053254426,0.89321876,0.053526785
0.05175498,0.89655507,0.05168994
0.05312402,0.8912344,0.055641554
0.051245883,0.89754534,0.05120876
0.08373013,0.8325936,0.08367625
0.08526921,0.8294821,0.085248716
0.056276616,0.8875868,0.056136593
0.056258123,0.88736546,0.056376476
0.046630602,0.9067955,0.046573877
0.059697952,0.88062096,0.05968106
0.059281345,0.88360506,0.057113554
0.050528206,0.898942,0.05052972
0.05598338,0.88813895,0.055877745
0.051326126,0.8974625,0.051211383
0.05774022,0.88466686,0.057592914
0.06534446,0.869585,0.06507052
0.03854222,0.92302895,0.03842887
0.057925925,0.8844651,0.057608996
0.048868574,0.90192515,0.049206242
0.49604806,0.44685954,0.05709248
0.05052129,0.89898634,0.050492354
0.09369336,0.8127543,0.093552314
0.06186363,0.8763819,0.06175454
0.050590124,0.89900756,0.05040234
0.088590674,0.8228563,0.088553034
0.048049107,0.9039192,0.048031673
0.04789165,0.90425354,0.047854826
0.05670528,0.8866723,0.056622412
0.058791526,0.88291967,0.058288846
0.053158112,0.89368033,0.053161524
0.07600625,0.8475677,0.07642609
0.07410667,0.851799,0.07409433
0.0604856,0.8790294,0.06048502
0.08990801,0.82021296,0.08987899
0.06876182,0.86250705,0.068731114
0.07635556,0.847295,0.07634942
0.05645667,0.88715315,0.056390155
0.053357635,0.89334303,0.053299323
0.09110329,0.81778437,0.09111234
0.063167706,0.87382346,0.06300885
0.067161515,0.8656417,0.06719669
0.11287707,0.7742458,0.11287709
0.09063145,0.81873256,0.09063599
0.051817022,0.89636797,0.05181503
0.10123645,0.7975429,0.101220645
0.08977868,0.8205118,0.08970947
0.07436335,0.5468506,0.378786
0.054654248,0.887658,0.05768775
0.050482124,0.89906085,0.050457016
0.058008093,0.5421266,0.39986536
0.051832963,0.8958497,0.05231729
0.057653185,0.8847478,0.057598952
0.09344301,0.81314903,0.09340793
0.06573145,0.8685883,0.06568018
0.060180146,0.8797447,0.060075123
0.086413704,0.82692504,0.08666127
0.0569738,0.886067,0.056959245
0.08423529,0.8315577,0.08420706
0.056562603,0.88713676,0.05630073
0.063713506,0.87307465,0.063211896
0.0539323,0.8921759,0.053891804
0.09385261,0.8122956,0.09385178
0.061977714,0.87605387,0.061968386
0.075166725,0.8496729,0.07516036
0.06312855,0.48481977,0.45205167
0.052473422,0.8950832,0.05244337
0.09084475,0.8183066,0.090848595
0.05230103,0.8954273,0.052271705
