P(topic 1),P(topic 2),P(topic 3)
0.122480616,0.7550399,0.12247959
0.104749836,0.7905027,0.10474748
0.10173689,0.7965395,0.101723604
0.1043075,0.7913855,0.10430713
0.053162765,0.8936811,0.053156197
0.094387874,0.81150115,0.094110996
0.08891231,0.8221796,0.0889081
0.05221435,0.89557403,0.052211627
0.09803714,0.8039692,0.09799368
0.08796406,0.8240122,0.08802368
0.05187626,0.8962639,0.051859863
0.08389904,0.83235204,0.08374893
0.06446341,0.87107646,0.064460136
0.06186373,0.87627643,0.06185987
0.0994933,0.8010128,0.099493936
0.11203002,0.7759452,0.112024784
0.06320116,0.8736007,0.06319812
0.45608184,0.46157572,0.082342476
0.05628968,0.8874318,0.05627853
0.106740214,0.78651404,0.10674576
0.09772912,0.80476886,0.09750202
0.053026374,0.89401835,0.052955266
0.3448764,0.54236686,0.11275672
0.05182992,0.89635646,0.051813684
0.096416436,0.8072136,0.09636997
0.11173951,0.77653366,0.11172677
0.054254964,0.8914535,0.05429147
0.08546134,0.8290793,0.085459344
0.054223586,0.8916054,0.05417105
0.10994438,0.78013146,0.10992415
0.07301077,0.8539782,0.073010966
0.11367642,0.7726426,0.11368092
0.089752026,0.82069373,0.08955429
0.05741707,0.8852188,0.057364117
0.08086917,0.83825994,0.08087086
0.054877058,0.89036566,0.054757275
0.109857894,0.7788456,0.11129649
0.08210593,0.8357849,0.08210918
0.3099911,0.58460885,0.105400056
0.076248504,0.8476718,0.07607964
0.09704069,0.8059187,0.09704061
0.08888132,0.8222407,0.08887796
0.063355416,0.8733706,0.06327395
0.117611535,0.76478034,0.11760809
0.12375925,0.752579,0.12366175
0.085619435,0.8287627,0.085617825
0.33174762,0.591758,0.07649443
0.06737465,0.8651178,0.067507565
0.10720544,0.7855855,0.10720902
0.050995853,0.89800656,0.05099757
0.05504118,0.8899069,0.055051886
0.093777955,0.8103051,0.09591692
0.2647876,0.6786683,0.05654409
0.052548204,0.89482975,0.052622046
0.092933245,0.8141289,0.092937924
0.053234532,0.89356446,0.05320102
0.08250694,0.83500606,0.082486965
0.08448821,0.8310267,0.08448514
0.107774846,0.7844556,0.107769564
0.102147214,0.7957487,0.10210405
0.091175914,0.817649,0.09117507
0.10270489,0.7945966,0.102698475
0.053355705,0.89330685,0.053337455
0.08119753,0.837628,0.08117445
0.09030749,0.8194023,0.09029026
0.103744276,0.79251236,0.1037434
0.09494238,0.81011695,0.094940685
0.060062766,0.87988865,0.06004855
0.071684234,0.8567186,0.07159725
0.084989056,0.8300219,0.08498902
0.062412776,0.8751682,0.06241903
0.10151327,0.7969792,0.10150748
0.095126405,0.8097553,0.0951183
0.06290729,0.8743918,0.0627009
0.0910206,0.81795704,0.09102242
0.051849924,0.8963228,0.05182729
0.06324749,0.87314314,0.06360944
0.01894307,0.96201944,0.019037472
0.057493515,0.8850956,0.05741089
0.058888048,0.8822775,0.058834437
0.06615413,0.8677434,0.06610253
0.06874675,0.3913835,0.5398697
0.053153973,0.31493145,0.63191456
0.07127013,0.85747445,0.07125543
0.05970661,0.8808283,0.05946506
0.068576396,0.8628568,0.06856676
0.064159654,0.8717289,0.064111464
0.06857537,0.8627966,0.068627976
0.09471657,0.8105679,0.09471554
0.057931438,0.8842154,0.05785316
0.0749056,0.850523,0.07457143
0.055934437,0.88808936,0.055976182
0.09889582,0.8023245,0.09877973
0.08258687,0.83494306,0.08247004
0.04165439,0.9167551,0.041590597
0.052930035,0.8941497,0.052920233
0.11312383,0.77375346,0.11312267
0.101024285,0.7979816,0.10099405
0.068838656,0.8623267,0.06883461
0.05545467,0.8892413,0.055304077
0.051409308,0.89718395,0.051406704
0.094936214,0.810134,0.09492979
0.101733156,0.79656065,0.10170614
0.10122741,0.79754084,0.10123172
0.08281674,0.83437234,0.082810916
0.09848216,0.8030431,0.098474726
0.054262884,0.8914204,0.054316703
0.101465635,0.79740614,0.10112823
0.08720356,0.82559997,0.08719649
0.098145485,0.8037075,0.09814708
0.099989735,0.8000207,0.09998955
0.07875588,0.842495,0.07874907
0.059316628,0.88145775,0.059225645
0.10403094,0.7919383,0.10403069
0.0843938,0.8313139,0.08429221
0.101586044,0.7969295,0.10148446
0.07784849,0.8444196,0.07773189
0.055258673,0.8895009,0.0552404
0.09129932,0.81740034,0.091300346
0.053575594,0.89302707,0.053397328
0.18291868,0.7623747,0.05470662
0.055512883,0.8890444,0.055442657
0.07071589,0.85860324,0.070680946
0.09315078,0.8136985,0.09315078
0.08366835,0.83254945,0.083782144
0.07434345,0.85131687,0.07433974
0.07460834,0.8504623,0.07492935
0.09562243,0.80892694,0.09545064
0.08585166,0.8282341,0.08591428
0.05356279,0.8930485,0.053388722
0.055584554,0.88879746,0.05561802
0.052209012,0.8956363,0.05215469
0.0665277,0.86697114,0.066501215
0.060173202,0.87973964,0.060087144
0.09944717,0.80110765,0.099445194
0.059491854,0.8810178,0.059490357
0.43656027,0.5099397,0.053500064
0.10678108,0.7866496,0.10656938
0.10940298,0.78118825,0.10940876
0.057967532,0.8840692,0.057963267
0.05378916,0.8924648,0.053746026
0.079616226,0.64352626,0.27685747
0.064055294,0.8719316,0.064013034
0.089378655,0.6174301,0.29319128
0.053975955,0.89206827,0.053955805
0.05668433,0.88673395,0.056581758
0.05279618,0.8944453,0.05275853
0.096068226,0.8078637,0.09606808
0.3042758,0.63964653,0.056077626
0.108189054,0.7836576,0.10815332
0.08689338,0.82628125,0.08682542
0.10565282,0.7886935,0.10565371
0.053427167,0.8929935,0.053579308
0.0747381,0.85066056,0.074601375
0.06443516,0.8711414,0.06442352
0.055041716,0.8899433,0.055014983
0.07989203,0.84021044,0.079897575
0.097684056,0.80464286,0.09767308
0.037893943,0.9115035,0.050602593
0.104171745,0.7916581,0.10417016
0.058988,0.8820759,0.05893608
0.05569546,0.8887076,0.055596948
0.092784725,0.8144303,0.092784956
0.10787637,0.7842429,0.107880734
0.07206468,0.8737328,0.05420251
0.07361382,0.8528173,0.07356887
0.09975759,0.8008569,0.09938553
0.08977008,0.8205652,0.08966475
0.05519064,0.88971394,0.055095382
0.10217648,0.7956542,0.102169365
0.100297205,0.79940414,0.10029866
0.09861621,0.8027674,0.0986164
0.055879842,0.8882456,0.05587464
0.05324197,0.8935275,0.05323059
0.08064984,0.8387297,0.08062049
0.050528657,0.89896274,0.05050858
0.051851097,0.86618453,0.08196431
0.09611839,0.80794907,0.09593253
0.08614493,0.82770765,0.08614737
0.053049885,0.89391285,0.053037215
0.103430055,0.79268974,0.10388024
0.054665565,0.8906777,0.054656673
0.054758213,0.89054763,0.05469414
0.101339966,0.7973241,0.10133591
0.095466524,0.8090701,0.09546335
0.055395193,0.8894682,0.055136606
0.109363325,0.7812735,0.109363206
0.069821246,0.8603809,0.069797836
0.07815718,0.84372,0.0781228
0.073367566,0.11017846,0.81645393
0.052932166,0.8941732,0.05289467
0.054184325,0.8916376,0.05417802
0.10982249,0.78035545,0.10982202
0.087468535,0.825113,0.08741845
0.08577754,0.82844776,0.085774645
0.10350775,0.7930097,0.10348255
0.10543091,0.78918374,0.10538542
0.0696595,0.8607188,0.06962173
0.086389005,0.8271594,0.086451545
0.079348326,0.8413126,0.07933909
0.052447785,0.89517146,0.052380774
0.087506205,0.8250148,0.08747898
0.12568372,0.7486361,0.12568015
0.05046455,0.89910287,0.050432596
0.07453697,0.8510324,0.07443058
0.07990503,0.84019476,0.079900205
0.030429978,0.9385574,0.031012587
0.05461767,0.89078563,0.054596703
0.060090896,0.87943405,0.060475115
0.050202243,0.8996101,0.05018771
0.050949264,0.8979431,0.05110763
0.06765686,0.86468774,0.067655414
0.053574614,0.89288825,0.05353713
0.079690434,0.84063005,0.07967946
0.059359685,0.88142693,0.05921332
0.05295816,0.8943322,0.052709628
0.058726322,0.88255006,0.058723614
0.07248943,0.8550757,0.07243492
0.06967643,0.8606858,0.0696377
0.05259598,0.89481616,0.052587833
0.08032751,0.83930945,0.080363035
0.05305963,0.8939472,0.052993186
0.090990424,0.8180273,0.09098224
0.08541111,0.8291772,0.08541165
0.05028306,0.8994554,0.050261524
0.06938926,0.8612499,0.06936085
0.0660566,0.86788195,0.06606139
0.10815684,0.7836951,0.10814806
0.05496937,0.89007115,0.05495948
0.09468374,0.8106322,0.09468409
0.04995438,0.90012234,0.049923234
0.05650684,0.8869849,0.05650828
0.07820173,0.8434874,0.07831089
0.097305685,0.80539244,0.097301885
0.07766099,0.84467906,0.077659905
0.3110895,0.58489937,0.104011126
0.07042344,0.8591935,0.07038304
0.10055583,0.7989123,0.10053189
0.09305647,0.81389344,0.093050025
0.11884066,0.7622809,0.118878506
0.072267234,0.85547405,0.072258644
0.10803733,0.78392684,0.10803578
0.105206646,0.7896264,0.10516694
0.050421316,0.8991873,0.050391395
0.07191458,0.8561735,0.07191181
0.081779465,0.836444,0.08177649
0.103501365,0.7932682,0.1032304
0.07523143,0.8497439,0.07502469
0.055378553,0.8865316,0.058089826
0.06799734,0.87557876,0.056423906
0.05670877,0.8866441,0.056647062
0.06316872,0.8737252,0.063106045
0.07140799,0.8572173,0.071374655
0.04986166,0.9000226,0.050115753
0.048265923,0.903564,0.048170086
0.053780947,0.89245516,0.05376396
0.05867115,0.88270736,0.058621537
0.055468027,0.88913804,0.055393983
0.061090123,0.881649,0.057260897
0.111261785,0.7769625,0.11177574
0.076595075,0.84551597,0.07788899
0.054408137,0.8912234,0.05436846
0.052902315,0.8942944,0.05280327
0.091954365,0.81609315,0.09195251
0.073317505,0.85336584,0.07331666
0.10569939,0.78860337,0.10569725
0.05005309,0.89990056,0.050046388
0.05058726,0.8988562,0.05055653
0.34059066,0.5507467,0.10866268
0.060643893,0.88239336,0.05696272
0.050924018,0.8981802,0.05089584
0.10508714,0.7898272,0.10508566
0.05462976,0.890808,0.054562263
0.07690789,0.84618455,0.076907575
0.104502894,0.79099345,0.10450362
0.08052974,0.83895844,0.080511875
0.065765396,0.8683732,0.06586145
0.092174836,0.81567895,0.092146225
0.09271106,0.81458014,0.09270881
0.055224746,0.8895744,0.05520088
0.058942426,0.8807322,0.060325366
0.07051735,0.8589651,0.0705176
0.09437388,0.8114325,0.0941936
0.051071472,0.8978536,0.05107488
0.055929214,0.8881953,0.055875484
0.093825854,0.812346,0.09382817
0.050295334,0.8996646,0.050040137
0.05871933,0.88258415,0.058696456
0.108254686,0.78349286,0.10825246
0.050904457,0.8983934,0.05070212
0.07556078,0.84887904,0.07556021
0.08527844,0.82944995,0.08527159
0.08523433,0.8292124,0.08555322
0.055368382,0.88948774,0.055143908
0.052242693,0.8955453,0.052212045
0.05495763,0.8788225,0.06621979
0.05044699,0.8990692,0.05048381
0.05628051,0.88742185,0.05629761
0.080544874,0.8389161,0.08053897
0.077661745,0.8446763,0.07766195
0.07077353,0.85850114,0.0707254
0.06135811,0.8772808,0.061361108
0.055822194,0.88847667,0.055701178
0.068518735,0.8629712,0.068510115
0.06711437,0.8659882,0.066897415
0.08109678,0.8376497,0.081253596
0.053598464,0.89280784,0.053593747
0.05675843,0.88715935,0.05608216
0.055470355,0.8891869,0.055342667
0.05062454,0.8986588,0.050716605
0.120618075,0.7587559,0.12062605
0.08880895,0.82246697,0.088724114
0.059529394,0.8809944,0.05947628
0.1050825,0.78983253,0.105084985
0.10797268,0.78406227,0.10796506
0.10256194,0.7948774,0.10256069
0.0631879,0.87368304,0.06312914
0.10029753,0.7994156,0.10028686
0.073695876,0.85262054,0.073683575
0.07709465,0.84581316,0.07709226
0.08324239,0.8335436,0.083214
0.0936385,0.8128208,0.093540646
0.11195423,0.7761295,0.11191632
0.078328766,0.38430586,0.53736544
0.09919691,0.8016084,0.09919477
0.08231061,0.8353998,0.08228958
0.099968575,0.80007124,0.09996021
0.0606771,0.87825555,0.06106738
0.058985893,0.8820818,0.058932234
0.10370297,0.79259205,0.10370496
0.08703525,0.82593834,0.0870264
0.068098806,0.8638777,0.0680235
0.09771535,0.8045729,0.09771176
0.059144285,0.8817224,0.059133366
0.07992613,0.8401883,0.07988559
0.103193276,0.79356694,0.10323979
0.08743069,0.8248828,0.08768644
0.054761913,0.8904955,0.05474264
0.09139795,0.81720614,0.09139589
0.08225758,0.8355226,0.08221987
0.094875716,0.8102745,0.094849825
0.1065672,0.78686506,0.106567755
0.07869037,0.84266615,0.07864357
0.09950422,0.8010041,0.099491715
0.099825434,0.8005308,0.099643774
0.12587015,0.7482617,0.12586811
0.09493499,0.8101319,0.09493307
0.06426465,0.8714866,0.06424879
0.101822495,0.7963597,0.10181782
0.05422268,0.89161944,0.05415786
0.1120895,0.77582127,0.112089194
0.05977885,0.8809191,0.05930208
0.049214117,0.9016286,0.04915729
0.085119605,0.8290301,0.0858503
0.054956537,0.88982755,0.055215828
0.08721416,0.82557124,0.08721456
0.051004574,0.89801097,0.050984487
0.06717305,0.8661191,0.06670786
0.08682075,0.82648855,0.08669068
0.08414224,0.83171207,0.08414568
0.0492674,0.89962256,0.051110033
0.051231973,0.8974438,0.051324196
0.06703711,0.8659129,0.06705003
0.094787,0.15985763,0.74535537
0.054001726,0.8933354,0.05266284
0.06433553,0.8705447,0.06511974
0.08201006,0.83621234,0.0817776
0.05645087,0.8871431,0.056406043
0.05358761,0.8929269,0.053485516
0.06109676,0.8780113,0.060891945
0.099554844,0.80092925,0.099515915
0.05801148,0.8855719,0.056416634
0.051097993,0.89763814,0.051263884
0.08897223,0.8220574,0.08897031
0.11420689,0.7715788,0.114214316
0.07020283,0.3128189,0.61697835
0.06049628,0.87910855,0.060395192
0.0814411,0.8371315,0.081427455
0.090625465,0.8187546,0.090619944
0.111072324,0.777922,0.11100566
0.05861016,0.8829293,0.058460467
0.105253614,0.7894499,0.10529651
0.05330888,0.8933767,0.05331444
0.06136907,0.88011336,0.058517538
0.07557289,0.84888494,0.07554218
0.049995378,0.9000414,0.04996324
0.059029326,0.881991,0.05897966
0.066887125,0.86420536,0.068907514
0.04868919,0.9026148,0.048696026
0.05139777,0.8960232,0.05257904
0.05287747,0.7235193,0.2236033
0.05096733,0.89770514,0.051327545
0.0497853,0.9006071,0.04960755
0.065889925,0.86807984,0.06603024
0.10258019,0.7948699,0.10254993
0.05538749,0.8893402,0.05527227
0.10671953,0.7865604,0.10672005
0.048821595,0.90246546,0.048712924
0.0823195,0.83534354,0.08233695
0.05026798,0.89921945,0.05051252
0.05376437,0.89243656,0.053799085
0.063981354,0.87201077,0.064007886
0.10095614,0.7981012,0.10094266
0.1014724,0.7972617,0.10126592
0.10153822,0.7969236,0.10153824
0.06076483,0.87846965,0.060765535
0.14046021,0.13882844,0.7207113
0.050483685,0.36352083,0.58599544
0.09630013,0.80741966,0.096280225
0.050959866,0.89810747,0.050932627
0.0879202,0.82429135,0.087788396
0.092659734,0.8146755,0.09266472
0.37912968,0.5021573,0.11871304
0.058013696,0.8842966,0.057689708
0.06671682,0.51951236,0.4137708
0.31851044,0.6195622,0.061927296
0.11338743,0.7735715,0.1130411
0.056929473,0.88839394,0.05467659
0.050040934,0.8999176,0.050041415
0.08272983,0.83449703,0.08277315
0.06084991,0.8783165,0.06083358
0.098804906,0.8024182,0.09877698
0.09456581,0.8111011,0.094333075
0.061002064,0.87800676,0.06099122
0.5237458,0.3927093,0.083544895
0.08792962,0.4107994,0.501271
0.056897376,0.8865236,0.056578998
0.053420603,0.89260846,0.05397099
0.05323593,0.89355433,0.053209733
0.07429716,0.851411,0.074291825
0.105501294,0.1038523,0.79064643
0.09274319,0.8145103,0.09274652
0.08653034,0.8267839,0.08668577
0.09086989,0.81825936,0.090870805
0.060693685,0.8786038,0.060702432
0.396903,0.48274165,0.12035537
0.08638657,0.8272395,0.086373925
0.43457326,0.4773355,0.088091254
0.07816157,0.84375703,0.078081496
0.058080204,0.88384897,0.05807085
0.12651804,0.7469654,0.12651654
0.06190328,0.876207,0.061889704
0.33337933,0.6080949,0.0585258
0.10415263,0.79169595,0.10415141
0.05085223,0.89832896,0.05081876
0.061061267,0.8779682,0.060970616
0.05202448,0.8960059,0.051969543
0.051590215,0.8985323,0.049877547
0.30503547,0.60686064,0.08810394
0.05175319,0.8965715,0.051675342
0.06251907,0.8748876,0.06259341
0.10687787,0.786239,0.10688308
0.061841525,0.87646496,0.061693527
0.06983345,0.858572,0.071594544
0.054166436,0.8913581,0.054475553
0.10252179,0.7949774,0.10250074
0.05295754,0.8941869,0.052855473
0.053881776,0.22416013,0.72195804
0.08822161,0.82382685,0.087951526
0.055126395,0.88973546,0.055138126
0.04740416,0.90505576,0.047540065
0.050952613,0.8980973,0.050950088
0.07839215,0.84322214,0.07838578
0.061008994,0.8780216,0.060969334
0.09688369,0.80309755,0.10001878
0.059371706,0.881299,0.05932925
0.09655382,0.8068963,0.09654984
0.0772713,0.8454484,0.07728029
0.08419524,0.832015,0.08378973
0.060296286,0.8807306,0.058973078
0.051734876,0.89631134,0.051953718
0.07805843,0.8437944,0.078147136
0.053268787,0.8934285,0.053302683
0.054856304,0.8901622,0.05498147
0.0510235,0.89797056,0.05100597
0.050408397,0.8991878,0.05040386
0.060564354,0.87894547,0.060490143
0.052895825,0.894272,0.052832153
0.06784064,0.86433005,0.06782925
0.04917681,0.9017308,0.049092446
0.030922918,0.9409938,0.028083293
0.27563876,0.6675965,0.05676475
0.05344269,0.8933752,0.053182103
0.06379166,0.87247306,0.0637353
0.09084177,0.81845874,0.09069944
0.107555404,0.78436893,0.108075626
0.083986975,0.8618906,0.05412241
0.05246372,0.8950785,0.052457746
0.05537395,0.8892753,0.055350736
0.094480686,0.8110375,0.09448183
0.12808867,0.7437411,0.12817024
0.09819696,0.80362254,0.09818049
0.047311187,0.90538925,0.047299583
0.056763582,0.88649905,0.056737415
0.051476255,0.8970641,0.05145959
0.05439609,0.35423335,0.5913706
0.08682165,0.82635915,0.08681925
0.050910503,0.8982519,0.05083759
0.12509802,0.74981016,0.1250918
0.08673254,0.82653916,0.08672833
0.05985081,0.88035285,0.05979635
0.11296943,0.77407366,0.11295692
0.05185549,0.897264,0.050880533
0.05312989,0.89398426,0.052885845
0.050746817,0.8985598,0.05069335
0.0233978,0.8920726,0.084529564
0.054470863,0.8910396,0.054489523
0.08954879,0.8209005,0.08955072
0.05187162,0.896261,0.051867362
0.08408078,0.8561833,0.059735946
0.07689528,0.8456481,0.07745661
0.35623202,0.5570962,0.086671785
0.051231634,0.7820443,0.166724
0.06823497,0.86357635,0.06818866
0.061839078,0.8763289,0.06183195
0.051858906,0.8962954,0.051845614
0.054919273,0.8902137,0.054866984
0.063918255,0.8725961,0.06348568
0.05464368,0.89073324,0.05462306
0.05661328,0.8864195,0.05696723
0.078292035,0.8434933,0.078214705
0.059961203,0.88012916,0.05990963
0.07828856,0.84342283,0.078288615
0.054886874,0.8818411,0.06327198
0.117436,0.76512927,0.117434815
0.060697284,0.8786154,0.06068732
0.09295872,0.8141216,0.09291968
0.095605955,0.8088254,0.095568664
0.05141686,0.8971754,0.051407784
0.056266163,0.88781303,0.05592084
0.104945175,0.79014975,0.104905084
0.05121816,0.89733475,0.05144714
0.050084673,0.8998866,0.050028663
0.055822294,0.8883803,0.055797365
0.058941398,0.8821559,0.058902677
0.10781608,0.78437096,0.10781297
0.055415817,0.88907313,0.055511076
0.09370935,0.8125895,0.0937011
0.09472796,0.81060404,0.094667956
0.06604204,0.86830294,0.06565498
0.079258345,0.84148395,0.079257704
0.063135855,0.8738618,0.06300231
0.37392798,0.57128876,0.054783206
0.05185725,0.8963084,0.05183432
0.10228838,0.7955324,0.10217923
0.054649364,0.8905598,0.054790813
0.052174848,0.89504826,0.052776847
0.05873882,0.88266236,0.058598783
0.07367171,0.85271347,0.073614754
0.10370721,0.79256034,0.10373246
0.057835214,0.88423705,0.05792772
0.050813407,0.89840645,0.050780144
0.059139296,0.88177127,0.059089396
0.056305666,0.88741016,0.056284145
0.055647727,0.88870716,0.055645145
0.06538258,0.8692694,0.06534805
0.053698886,0.44955093,0.49675018
0.07321258,0.8535567,0.0732307
0.052690264,0.8946729,0.05263683
0.05180881,0.8965206,0.051670518
0.054305047,0.89140683,0.0542882
0.07132214,0.85751665,0.071161166
0.14274737,0.80305374,0.054198835
0.08187269,0.8363672,0.081760064
0.06517735,0.8696869,0.06513576
0.08242914,0.8351847,0.082386196
0.055679493,0.88856125,0.05575929
0.054759122,0.8904996,0.054741267
0.087811716,0.8243271,0.087861195
0.056556877,0.8868517,0.056591347
0.062207084,0.87560356,0.062189307
0.047413565,0.9051729,0.04741353
0.08414021,0.8317271,0.08413268
0.08026755,0.83951294,0.08021945
0.051971488,0.8958222,0.052206326
0.06354415,0.8750267,0.061429214
0.060051188,0.8799345,0.060014307
0.082490824,0.8350159,0.082493186
0.057164334,0.8886124,0.054223288
0.056650043,0.88480484,0.0585451
0.059200235,0.8817885,0.059011307
0.050025135,0.8999285,0.050046362
0.10485459,0.790314,0.104831405
0.050463498,0.8998134,0.049723107
0.31726637,0.5950553,0.08767832
0.09745541,0.8050996,0.097445
0.051621992,0.89703166,0.051346302
0.05410495,0.89192456,0.053970486
0.05182963,0.89638484,0.051785477
0.081407785,0.8371707,0.08142144
0.07309861,0.85379255,0.0731089
0.09220819,0.8358445,0.071947336
0.05107986,0.89785314,0.051067002
0.06250052,0.8754146,0.062084828
0.037400898,0.9250256,0.037573528
0.085327245,0.8293939,0.08527884
0.06694599,0.8663603,0.06669367
0.06033059,0.8795761,0.06009337
0.08752991,0.82494444,0.08752563
0.09575542,0.8085767,0.09566783
0.058533136,0.88309115,0.05837566
0.051587168,0.89610094,0.052311882
0.09214879,0.8157642,0.09208699
0.092429124,0.815156,0.092414856
0.11344051,0.7730511,0.11350842
0.102038756,0.7959264,0.10203491
0.10172622,0.7967396,0.10153418
0.058973417,0.8824973,0.058529265
0.055936836,0.8882693,0.055793833
0.05398066,0.892155,0.053864352
0.064705364,0.87069833,0.0645963
0.060809944,0.87847865,0.06071139
0.056718554,0.34767926,0.59560215
0.051537946,0.8976526,0.05080941
0.057466995,0.88481903,0.05771395
0.056137286,0.8877979,0.056064833
0.05223576,0.3597497,0.5880146
0.07508802,0.8497073,0.07520461
0.053876862,0.89339364,0.052729476
0.35817847,0.54982454,0.09199703
0.25730488,0.6397003,0.1029949
0.04869222,0.9026205,0.048687283
0.0556393,0.8887677,0.055593003
0.080436766,0.8391798,0.08038345
0.057239026,0.88554,0.057220917
0.05474526,0.89053136,0.054723393
0.05327739,0.89343745,0.05328522
0.05580685,0.88859314,0.055600036
0.068421826,0.8631657,0.06841251
0.05410856,0.8920219,0.053869467
0.10401372,0.79197305,0.10401322
0.26775774,0.67167664,0.060565628
0.054859143,0.8904087,0.054732133
0.08620969,0.82748765,0.08630271
0.09854795,0.80306023,0.09839182
0.046088863,0.9078327,0.046078492
0.05384503,0.8922965,0.05385843
0.07972958,0.8405422,0.07972825
0.083921276,0.8322287,0.08385001
0.05272075,0.89471686,0.052562434
0.06922364,0.8615633,0.06921305
0.06735842,0.8654273,0.067214325
0.062217504,0.8756966,0.06208585
0.07344587,0.8532868,0.07326734
0.08509913,0.8279412,0.0869597
0.05570926,0.8886761,0.055614654
0.057407983,0.8852279,0.057364065
0.07039376,0.8594621,0.07014411
0.07112687,0.85781527,0.07105789
0.055911735,0.88847506,0.05561315
0.098712936,0.8025562,0.09873085
0.056150746,0.88771844,0.05613085
0.062690035,0.8746763,0.06263375
0.058730766,0.6035732,0.337696
0.056637652,0.886767,0.05659536
0.053102724,0.8938511,0.053046193
0.063699275,0.8735521,0.062748626
0.05731242,0.8861148,0.056572795
0.053373512,0.413677,0.5329495
0.09789722,0.8042659,0.097836845
0.09286956,0.8142645,0.09286599
0.07332511,0.85339946,0.07327547
0.07453238,0.44294912,0.48251846
0.05715034,0.8857379,0.057111844
0.067147695,0.8657109,0.06714138
0.0810692,0.83785367,0.08107708
0.09577167,0.8084349,0.09579341
0.094178736,0.81164455,0.094176695
0.05081915,0.89838904,0.050791807
0.06720893,0.86524165,0.06754937
0.17953584,0.7389638,0.081500374
0.057338458,0.8848907,0.0577708
0.29603094,0.61650246,0.08746657
0.057895433,0.884189,0.05791558
0.08514348,0.8298487,0.08500785
0.11033375,0.7793876,0.11027868
0.059131436,0.8880845,0.05278409
0.10466828,0.7908934,0.10443831
0.064211525,0.871638,0.06415049
0.05583033,0.8883009,0.055868827
0.05712419,0.8871313,0.055744566
0.37145013,0.53702635,0.091523536
0.061197303,0.8777169,0.061085768
0.0860865,0.827956,0.085957445
0.06646782,0.81528395,0.11824825
0.05985545,0.8803074,0.059837237
0.063869305,0.86731637,0.068814315
0.057385307,0.8853914,0.057223313
0.06743164,0.8656057,0.06696264
0.059589107,0.8809045,0.059506383
0.07700883,0.8473185,0.075672746
0.07016536,0.8597333,0.070101365
0.02602039,0.9478745,0.02610512
0.10697089,0.7860668,0.10696241
0.056237824,0.8640791,0.079683036
0.10580254,0.7883965,0.10580095
0.05751008,0.88505787,0.05743208
0.08488356,0.54308057,0.37203583
0.05473006,0.8905681,0.054701813
0.09866204,0.8026921,0.09864584
0.05592834,0.88773847,0.05633316
0.052883476,0.89457196,0.052544553
0.07447757,0.85104287,0.074479535
0.052472405,0.8950648,0.052462827
0.058214206,0.88347566,0.058310125
0.057799,0.88441575,0.057785228
0.12536536,0.7492702,0.12536436
0.051845647,0.29406115,0.6540932
0.059356026,0.88114816,0.059495848
0.055593625,0.8888314,0.055574965
0.07454605,0.8517158,0.07373817
0.05690604,0.88622785,0.05686613
0.05923767,0.88157856,0.05918382
0.06073141,0.8785596,0.06070901
0.05463162,0.89087516,0.054493252
0.048958123,0.9020744,0.048967533
0.10217595,0.79525346,0.10257056
0.09328119,0.8134407,0.093278095
0.05091722,0.8982045,0.050878253
0.06792933,0.8641508,0.06791991
0.09975315,0.800505,0.099741876
0.16288485,0.7626916,0.074423485
0.06074852,0.8812887,0.057962753
0.07693078,0.8461506,0.07691868
0.054191384,0.8916989,0.054109678
0.054333802,0.8923728,0.053293392
0.05851457,0.8830363,0.058449157
0.05240859,0.895253,0.052338358
0.05148632,0.89630455,0.052209176
0.05411392,0.8918446,0.054041557
0.05683811,0.8864346,0.056727316
0.09520758,0.80969876,0.095093675
0.05235089,0.8947802,0.052868925
0.057323333,0.8901317,0.05254489
0.07751644,0.84500855,0.07747503
0.05507906,0.8895314,0.05538957
0.07599388,0.8479855,0.07602064
0.055062596,0.8899217,0.055015698
0.057376735,0.88528794,0.057335295
0.05570897,0.8886697,0.055621307
0.060412526,0.87922066,0.060366813
0.05169764,0.8966535,0.051648803
0.05480259,0.89033926,0.054858193
0.07161283,0.8564685,0.071918644
0.050273865,0.8994881,0.050238058
0.05274486,0.8945266,0.052728564
0.09100274,0.8180141,0.090983145
0.05941903,0.8811581,0.059422825
0.064350665,0.8713027,0.0643466
0.05257372,0.8948497,0.052576568
0.10584989,0.788298,0.10585209
0.07973741,0.8405663,0.079696305
0.08709176,0.82612985,0.0867784
0.05651363,0.8869819,0.056504514
0.08976126,0.82054436,0.08969443
0.062281232,0.8737681,0.06395064
0.061264962,0.8809836,0.05775139
0.05011121,0.8997768,0.050111983
0.060694087,0.8824512,0.056854732
0.10171218,0.79667366,0.10161416
0.048185207,0.90364933,0.048165455
0.10064157,0.798382,0.1009765
0.11604658,0.34912238,0.53483105
0.055833016,0.25220475,0.6919622
0.050861984,0.8983537,0.050784335
0.071897954,0.8562227,0.071879335
0.12944473,0.7410583,0.12949698
0.7903676,0.10390975,0.10572265
0.051086742,0.89781785,0.05109545
0.06392509,0.87241703,0.06365788
0.059074864,0.88185644,0.05906871
0.05563787,0.8888403,0.055521786
0.059633434,0.8805627,0.05980388
0.053151302,0.89377725,0.053071376
0.022022586,0.9538472,0.024130214
0.046647668,0.90671444,0.046637926
0.057340283,0.88510054,0.0575592
0.070717655,0.85869974,0.07058254
0.12932307,0.7413835,0.1292934
